queue_id,restaurant_id,restaurant_name,website_url,source_url,reason,priority,details,created_at
7da4b775-e32e-41f4-8687-a201ead47ca6,65b556b0-8218-56eb-9ac9-4c1dcd1cfc55,Dick's Drive-In,https://ddir.com/,https://ddir.com/,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://ddir.com/menu"", ""https://ddir.com/menus"", ""https://ddir.com/food-menu"", ""https://ddir.com/restaurant-menu"", ""https://ddir.com/order-online"", ""https://ddir.com/online-ordering"", ""https://ddir.com/takeout""], ""restaurant_name"": ""Dick's Drive-In""}",2026-06-15 04:00:56.157775+00:00
ed34a03c-644c-4863-8273-0e32d98d1e34,d136c794-63f7-52f7-9fa0-6651d5f28edd,Olive Garden Italian Restaurant,https://www.olivegarden.com/locations/wa/tukwila/tukwila-southcenter-mall/1584?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:tukwila-wa-1584_pl:locurl_rd:1450,https://www.olivegarden.com/locations/wa/tukwila/tukwila-southcenter-mall/1584?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:tukwila-wa-1584_pl:locurl_rd:1450,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://www.olivegarden.com/menu"", ""https://www.olivegarden.com/menus"", ""https://www.olivegarden.com/food-menu"", ""https://www.olivegarden.com/restaurant-menu"", ""https://www.olivegarden.com/order-online"", ""https://www.olivegarden.com/online-ordering"", ""https://www.olivegarden.com/takeout""], ""restaurant_name"": ""Olive Garden Italian Restaurant""}",2026-06-15 04:08:18.300992+00:00
4960746a-9304-4662-a63a-4452b735cdf8,f7fe942c-3cb1-5aec-8c69-992e69b3f4a8,Moctezuma's Mexican Restaurant & Tequila Bar,http://www.moctezumas.com/,http://www.moctezumas.com/,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://order.online/business/~305222"", ""https://www.moctezumas.com/tacoma-menu"", ""https://www.moctezumas.com/gig-harbor-menu"", ""https://www.moctezumas.com/southcenter-menu"", ""https://www.moctezumas.com/menus"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?utm_source=sdk&visitorId=4a84619ec9774f305c3080"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?delivery=true&utm_source=sdk&visitorId=4a84619ec9774f305c3080"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?pickup=true&utm_source=sdk&visitorId=4a84619ec9774f305c3080""], ""restaurant_name"": ""Moctezuma's Mexican Restaurant & Tequila Bar""}",2026-06-15 04:11:40.892420+00:00
87cbc16e-12ff-4a73-9fda-37c84c024890,1427ea15-03ca-5494-baa0-884de63679af,Din Tai Fung,https://dtf.com/en-us/locations/bellevue?utm_source=gmb&utm_medium=BV,https://dtf.com/en-us/locations/bellevue?utm_source=gmb&utm_medium=BV,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://dtf.com/en-us/menu"", ""https://order.dtf.com/menu/din-tai-fung-bv?_gl=1*13els8p*_gcl_au*MTczNDg5NzQ0NS4xNzIxMTM4NzUx"", ""https://www.order.store/store/din-tai-fung-bellevue-square/Lq_R9DRcQv6O5fLfP04JIg"", ""https://dtf.com/en-us/menu/cucumber-salad"", ""https://dtf.com/en-us/menu/chicken-dumplings"", ""https://dtf.com/en-us/menu/kurobuta-pork-xiao-long-bao"", ""https://dtf.com/menu"", ""https://dtf.com/menus""], ""restaurant_name"": ""Din Tai Fung""}",2026-06-15 04:14:00.482801+00:00
870b3e35-a92a-4868-b95d-959e5d89426f,1e8b6ad0-1f17-59d4-bdc7-6588016f57bc,Umi Sake House,http://www.umisakehouse.com/,http://www.umisakehouse.com/,menu_not_found_or_not_parsed,2,"{""candidates"": [""http://www.umisakehouse.com/menu"", ""http://www.umisakehouse.com/menus"", ""http://www.umisakehouse.com/food-menu"", ""http://www.umisakehouse.com/restaurant-menu"", ""http://www.umisakehouse.com/order-online"", ""http://www.umisakehouse.com/online-ordering"", ""http://www.umisakehouse.com/takeout""], ""restaurant_name"": ""Umi Sake House""}",2026-06-15 04:15:51.769777+00:00
35348ade-dc8d-413c-93b7-f2e2d669a47a,cc3490f0-0811-564d-bf02-e3cd90ca3cdd,The Cheesecake Factory,https://locations.thecheesecakefactory.com/wa/lynnwood-206.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,https://locations.thecheesecakefactory.com/wa/lynnwood-206.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://www.thecheesecakefactory.com/menu"", ""https://www.thecheesecakefactory.com/order/my-bag"", ""https://www.thecheesecakefactory.com/order"", ""https://www.thecheesecakefactory.com/locations/lynnwood-wa/menu/"", ""https://menu.thecheesecakefactory.com/wa/lynnwood-206/?utm_source=LCTN&utm_medium=CCFWEB&utm_content=MENU&utm_campaign=CCFWEB_LCTN_MENU/"", ""https://menu.thecheesecakefactory.com/wa/lynnwood-206/happy-hour/?utm_source=LCTN&utm_medium=CCFWEB&utm_content=MENU&utm_campaign=CCFWEB_LCTN_MENU/"", ""https://locations.thecheesecakefactory.com/menu"", ""https://locations.thecheesecakefactory.com/menus""], ""restaurant_name"": ""The Cheesecake Factory""}",2026-06-15 04:18:25.026027+00:00
3ac2214d-5b1f-4e28-8567-3d494bb549e1,6cc6b9a4-8637-5ddf-9974-8daec70ed9b4,McDonald's,https://www.mcdonalds.com/us/en-us/location/WA/TACOMA/10417-PACIFIC-HWY-SW/10388.html?cid=RF:YXT:GMB::Clicks,https://www.mcdonalds.com/us/en-us/location/WA/TACOMA/10417-PACIFIC-HWY-SW/10388.html?cid=RF:YXT:GMB::Clicks,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://www.mcdonalds.com/menu"", ""https://www.mcdonalds.com/menus"", ""https://www.mcdonalds.com/food-menu"", ""https://www.mcdonalds.com/restaurant-menu"", ""https://www.mcdonalds.com/order-online"", ""https://www.mcdonalds.com/online-ordering"", ""https://www.mcdonalds.com/takeout""], ""restaurant_name"": ""McDonald's""}",2026-06-15 04:21:14.755076+00:00
4ad9c4eb-f757-4dda-86af-2f1be7303d1e,dcb90040-5a9b-5241-bff4-0084ecf7e074,Elmer's Restaurant,http://eatatelmers.com/,http://eatatelmers.com/,menu_not_found_or_not_parsed,2,"{""candidates"": [""http://eatatelmers.com/menu"", ""http://eatatelmers.com/menus"", ""http://eatatelmers.com/food-menu"", ""http://eatatelmers.com/restaurant-menu"", ""http://eatatelmers.com/order-online"", ""http://eatatelmers.com/online-ordering"", ""http://eatatelmers.com/takeout""], ""restaurant_name"": ""Elmer's Restaurant""}",2026-06-15 04:22:41.696394+00:00
92fec278-4a3a-4eab-aecd-57f9b134d769,c5364a29-61ee-590f-9978-c076d81bd48d,Moctezuma's Mexican Restaurant,http://www.moctezumas.com/,http://www.moctezumas.com/,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://order.online/business/~305222"", ""https://www.moctezumas.com/tacoma-menu"", ""https://www.moctezumas.com/gig-harbor-menu"", ""https://www.moctezumas.com/southcenter-menu"", ""https://www.moctezumas.com/menus"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?utm_source=sdk&visitorId=4a84619ec9847cb790819"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?delivery=true&utm_source=sdk&visitorId=4a84619ec9847cb790819"", ""https://order.online/business/Moctezumas%20Mexican%20Restaurant-305222?pickup=true&utm_source=sdk&visitorId=4a84619ec9847cb790819""], ""restaurant_name"": ""Moctezuma's Mexican Restaurant""}",2026-06-15 04:26:30.151811+00:00
0892d95b-7244-4044-bdf7-1afc6a42bd12,9076dcb8-7156-58b2-8599-ea4f092072a3,Olive Garden Italian Restaurant,https://www.olivegarden.com/locations/wa/tulalip/tulalip/1867?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:tulalip-wa-1867_pl:locurl_rd:1709,https://www.olivegarden.com/locations/wa/tulalip/tulalip/1867?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:tulalip-wa-1867_pl:locurl_rd:1709,menu_not_found_or_not_parsed,2,"{""candidates"": [""https://www.olivegarden.com/menu"", ""https://www.olivegarden.com/menus"", ""https://www.olivegarden.com/food-menu"", ""https://www.olivegarden.com/restaurant-menu"", ""https://www.olivegarden.com/order-online"", ""https://www.olivegarden.com/online-ordering"", ""https://www.olivegarden.com/takeout""], ""restaurant_name"": ""Olive Garden Italian Restaurant""}",2026-06-15 04:33:59.314141+00:00
